TITLE =" C_mean"
VARIABLES = "X","Cmean"
ZONE T="BIG ZONE", i=51, F=POINT
0 1
0.6 0.511961
1.2 0.28926
1.8 0.168776
2.4 0.0996438
3 0.0591104
3.6 0.0351403
4.2 0.0209126
4.8 0.0124526
5.4 0.00741764
6 0.0044194
6.6 0.00263344
7.2 0.00156936
7.8 0.000935302
8.4 0.000557441
9 0.000332245
9.6 0.000198029
10.2 0.000118033
10.8 7.03528e-05
11.4 4.19337e-05
12 2.49947e-05
12.6 1.48982e-05
13.2 8.88012e-06
13.8 5.29305e-06
14.4 3.15495e-06
15 1.88053e-06
15.6 1.1209e-06
16.2 6.68123e-07
16.8 3.98239e-07
17.4 2.37374e-07
18 1.41488e-07
18.6 8.43351e-08
19.2 5.02686e-08
19.8 2.9963e-08
20.4 1.78597e-08
21 1.06454e-08
21.6 6.34526e-09
22.2 3.78214e-09
22.8 2.25437e-09
23.4 1.34374e-09
24 8.00944e-10
24.6 4.77409e-10
25.2 2.84563e-10
25.8 1.69616e-10
26.4 1.01101e-10
27 6.02618e-11
27.6 3.59191e-11
28.2 2.14078e-11
28.8 1.27504e-11
29.4 7.56415e-12
30 4.11355e-12
