TITLE =" C_mean"
VARIABLES = "X","Cmean"
ZONE T="BIG ZONE", i=51, F=POINT
0 1
0.6 0.311113
1.2 0.11473
1.8 0.0451555
2.4 0.0182461
3 0.0074613
3.6 0.00306957
4.2 0.00126698
4.8 0.000523934
5.4 0.000216903
6 8.98547e-05
6.6 3.72383e-05
7.2 1.54363e-05
7.8 6.39969e-06
8.4 2.65347e-06
9 1.10025e-06
9.6 4.5623e-07
10.2 1.89184e-07
10.8 7.84495e-08
11.4 3.25311e-08
12 1.34899e-08
12.6 5.59399e-09
13.2 2.31971e-09
13.8 9.61938e-10
14.4 3.98897e-10
15 1.65415e-10
15.6 6.85942e-11
16.2 2.84447e-11
16.8 1.17955e-11
17.4 4.89135e-12
18 2.02835e-12
18.6 8.41116e-13
19.2 3.48794e-13
19.8 1.44638e-13
20.4 5.99787e-14
21 2.4872e-14
21.6 1.03139e-14
22.2 4.27699e-15
22.8 1.77358e-15
23.4 7.35471e-16
24 3.04985e-16
24.6 1.26472e-16
25.2 5.24453e-17
25.8 2.17481e-17
26.4 9.01863e-18
27 3.74018e-18
27.6 1.55186e-18
28.2 6.45898e-19
28.8 2.74252e-19
29.4 1.31151e-19
30 1.02322e-19
