TITLE =" C_mean"
VARIABLES = "X","Cmean"
ZONE T="BIG ZONE", i=51, F=POINT
0 1
0.6 0.613753
1.2 0.405466
1.8 0.274705
2.4 0.187953
3 0.129152
3.6 0.0889337
4.2 0.0613094
4.8 0.0422945
5.4 0.0291897
6 0.0201512
6.6 0.0139142
7.2 0.00960896
7.8 0.00663646
8.4 0.00458381
9 0.0031662
9.6 0.00218708
10.2 0.00151078
10.8 0.00104363
11.4 0.000720935
12 0.000498024
12.6 0.000344038
13.2 0.000237665
13.8 0.000164182
14.4 0.000113419
15 7.83516e-05
15.6 5.41265e-05
16.2 3.73914e-05
16.8 2.58306e-05
17.4 1.78442e-05
18 1.23271e-05
18.6 8.51577e-06
19.2 5.88284e-06
19.8 4.06396e-06
20.4 2.80746e-06
21 1.93944e-06
21.6 1.3398e-06
22.2 9.25556e-07
22.8 6.3939e-07
23.4 4.41702e-07
24 3.05135e-07
24.6 2.10793e-07
25.2 1.45619e-07
25.8 1.00596e-07
26.4 6.94937e-08
27 4.80075e-08
27.6 3.31643e-08
28.2 2.29109e-08
28.8 1.58225e-08
29.4 1.09505e-08
30 7.18651e-09
