TITLE =" C_mean"
VARIABLES = "X","Cmean"
ZONE T="BIG ZONE", i=51, F=POINT
0 1
0.6 0.916183
1.2 0.855027
1.8 0.804184
2.4 0.759726
3 0.719823
3.6 0.68343
4.2 0.649878
4.8 0.618702
5.4 0.589565
6 0.562211
6.6 0.53644
7.2 0.512093
7.8 0.489038
8.4 0.467168
9 0.446391
9.6 0.426629
10.2 0.407814
10.8 0.389887
11.4 0.372793
12 0.356486
12.6 0.340923
13.2 0.326063
13.8 0.311871
14.4 0.298313
15 0.285358
15.6 0.272977
16.2 0.261143
16.8 0.249829
17.4 0.239013
18 0.22867
18.6 0.218781
19.2 0.209322
19.8 0.200278
20.4 0.191626
21 0.183353
21.6 0.175435
22.2 0.167867
22.8 0.160621
23.4 0.153697
24 0.147064
24.6 0.140729
25.2 0.134656
25.8 0.128861
26.4 0.123298
27 0.117999
27.6 0.1129
28.2 0.108056
28.8 0.103379
29.4 0.0989565
30 0.0946607
