TITLE =" C_mean"
VARIABLES = "X","Cmean"
ZONE T="BIG ZONE", i=51, F=POINT
0 1
0.6 0.804217
1.2 0.699911
1.8 0.622972
2.4 0.560363
3 0.507048
3.6 0.460496
4.2 0.419235
4.8 0.382312
5.4 0.349064
6 0.318997
6.6 0.291725
7.2 0.266934
7.8 0.24436
8.4 0.223778
9 0.204994
9.6 0.187836
10.2 0.172152
10.8 0.157808
11.4 0.144683
12 0.132668
12.6 0.121666
13.2 0.111587
13.8 0.102352
14.4 0.0938894
15 0.0861318
15.6 0.0790197
16.2 0.0724985
16.8 0.0665184
17.4 0.0610337
18 0.0560031
18.6 0.0513885
19.2 0.0471553
19.8 0.0432718
20.4 0.0397087
21 0.0364396
21.6 0.03344
22.2 0.0306879
22.8 0.0281623
23.4 0.0258451
24 0.0237182
24.6 0.0217673
25.2 0.0199758
25.8 0.0183335
26.4 0.0168239
27 0.0154421
27.6 0.0141688
28.2 0.0130081
28.8 0.0119311
29.4 0.0109604
30 0.0100429
