TITLE =" C_mean"
VARIABLES = "X","Cmean"
ZONE T="BIG ZONE", i=51, F=POINT
0 1
0.6 0.995044
1.2 0.990022
1.8 0.985027
2.4 0.980065
3 0.975138
3.6 0.970243
4.2 0.965379
4.8 0.960545
5.4 0.955741
6 0.950964
6.6 0.946215
7.2 0.941493
7.8 0.936797
8.4 0.932127
9 0.927482
9.6 0.922863
10.2 0.918268
10.8 0.913698
11.4 0.909152
12 0.90463
12.6 0.900132
13.2 0.895657
13.8 0.891205
14.4 0.886776
15 0.88237
15.6 0.877987
16.2 0.873626
16.8 0.869288
17.4 0.864971
18 0.860676
18.6 0.856403
19.2 0.852152
19.8 0.847922
20.4 0.843713
21 0.839526
21.6 0.83536
22.2 0.831214
22.8 0.82709
23.4 0.822986
24 0.818902
24.6 0.81484
25.2 0.810797
25.8 0.806775
26.4 0.802772
27 0.79879
27.6 0.794826
28.2 0.790885
28.8 0.78696
29.4 0.783059
30 0.779171
