TITLE =" C_mean"
VARIABLES = "X","Cmean"
ZONE T="BIG ZONE", i=51, F=POINT
0 1
0.6 0.775688
1.2 0.65361
1.8 0.563889
2.4 0.491614
3 0.431003
3.6 0.379118
4.2 0.334189
4.8 0.295016
5.4 0.260709
6 0.230574
6.6 0.204048
7.2 0.18066
7.8 0.160015
8.4 0.141772
9 0.125641
9.6 0.111368
10.2 0.0987327
10.8 0.0875427
11.4 0.0776295
12 0.0688449
12.6 0.0610589
13.2 0.0541567
13.8 0.0480371
14.4 0.0426107
15 0.0377985
15.6 0.0335307
16.2 0.0297453
16.8 0.0263878
17.4 0.0234096
18 0.0207678
18.6 0.0184243
19.2 0.0163454
19.8 0.0145011
20.4 0.012865
21 0.0114135
21.6 0.0101259
22.2 0.00898351
22.8 0.00797003
23.4 0.00707092
24 0.00627322
24.6 0.00556557
25.2 0.00493766
25.8 0.00438077
26.4 0.00388637
27 0.00344833
27.6 0.00305868
28.2 0.00271479
28.8 0.00240652
29.4 0.00213863
30 0.00189094
